source,date,year,title,letterboxd_uri,rating,rewatch,review,tags,watched_date,content,comment
diary,2025-11-30,2025,F1,https://boxd.it/bSZviV,4,Yes,,,2025-11-29,,
ratings,2025-11-30,2025,The Man Who Knew Infinity,https://boxd.it/bTpm,3,,,,,,
reviews,2025-11-30,2025,The Man Who Knew Infinity,https://boxd.it/bSZsJp,3,,"Maths is nice, but the story doesn't",,2025-11-29,,
reviews,2025-11-30,2025,F1,https://boxd.it/bSZviV,4,Yes,A rewatch and it's the same SOUND,,2025-11-29,,
diary,2025-12-07,2025,The Girlfriend,https://boxd.it/bXDjY7,2.5,,,,2025-12-06,,
diary,2025-12-07,2025,Sister Midnight,https://boxd.it/bXDi0l,3.5,,,,2025-12-07,,
diary,2025-12-07,2025,Left-Handed Girl,https://boxd.it/bXDlNl,3.5,,,,2025-12-07,,
ratings,2025-12-07,2025,Sister Midnight,https://boxd.it/MBDY,3.5,,,,,,
ratings,2025-12-07,2025,The Girlfriend,https://boxd.it/Jojq,2.5,,,,,,
ratings,2025-12-07,2025,Left-Handed Girl,https://boxd.it/BLDW,3.5,,,,,,
reviews,2025-12-07,2025,Sister Midnight,https://boxd.it/bXDi0l,3.5,,Loved her acting,,2025-12-07,,
reviews,2025-12-07,2025,The Girlfriend,https://boxd.it/bXDjY7,2.5,,Unnatural,,2025-12-06,,
reviews,2025-12-07,2025,Left-Handed Girl,https://boxd.it/bXDlNl,3.5,,Nice colors of Taipei and even the story,,2025-12-07,,
diary,2025-12-13,2025,We Live in Time,https://boxd.it/c1g1Sb,3.5,,,,2025-12-12,,
diary,2025-12-13,2025,Kaantha,https://boxd.it/c1H3xD,3.5,,,,2025-12-13,,
diary,2025-12-13,2025,Short Term 12,https://boxd.it/c1L7wx,4,,,,2025-12-13,,
diary,2025-12-13,2025,Perfect Blue,https://boxd.it/c1RoEF,4,,,,2025-12-13,,
ratings,2025-12-13,2025,We Live in Time,https://boxd.it/FC5u,3.5,,,,,,
ratings,2025-12-13,2025,Kaantha,https://boxd.it/LChi,3.5,,,,,,
ratings,2025-12-13,2025,Short Term 12,https://boxd.it/5f6s,4,,,,,,
ratings,2025-12-13,2025,Perfect Blue,https://boxd.it/1W7A,4,,,,,,
reviews,2025-12-13,2025,We Live in Time,https://boxd.it/c1g1Sb,3.5,,They cracked...,,2025-12-12,,
reviews,2025-12-13,2025,Kaantha,https://boxd.it/c1H3xD,3.5,,Really nice but didn't get me full,,2025-12-13,,
reviews,2025-12-13,2025,Short Term 12,https://boxd.it/c1L7wx,4,,Enjoyed and depressed at the same time,,2025-12-13,,
reviews,2025-12-13,2025,Perfect Blue,https://boxd.it/c1RoEF,4,,We are so brutally struck in her dream-reality,,2025-12-13,,
diary,2025-12-15,2025,Aaromaley,https://boxd.it/c3sthJ,3,,,,2025-12-14,,
ratings,2025-12-15,2025,Aaromaley,https://boxd.it/VkiM,3,,,,,,
reviews,2025-12-15,2025,Aaromaley,https://boxd.it/c3sthJ,3,,Just a nice watch,,2025-12-14,,
diary,2025-12-21,2025,Silence,https://boxd.it/c8jnUn,4,,,,2025-12-20,,
diary,2025-12-21,2025,Homebound,https://boxd.it/c8oGGJ,3.5,,,,2025-12-20,,
ratings,2025-12-21,2025,Silence,https://boxd.it/2cAo,4,,,,,,
ratings,2025-12-21,2025,Homebound,https://boxd.it/KDDs,3.5,,,,,,
reviews,2025-12-21,2025,Silence,https://boxd.it/c8jnUn,4,,This <b>Silence </b>speaks a lot,,2025-12-20,,
reviews,2025-12-21,2025,Homebound,https://boxd.it/c8oGGJ,3.5,,Really a nice watch,,2025-12-20,,
diary,2026-01-03,2026,Thevar Magan,https://boxd.it/co9SzJ,4,,,,2026-01-01,,
diary,2026-01-03,2026,"Sorry, Baby",https://boxd.it/coafS5,4,,,,2026-01-02,,
ratings,2026-01-03,2026,Thevar Magan,https://boxd.it/8pM,4,,,,,,
reviews,2026-01-03,2026,Thevar Magan,https://boxd.it/co9SzJ,4,,One and only kamalism,,2026-01-01,,
reviews,2026-01-03,2026,"Sorry, Baby",https://boxd.it/coafS5,4,,"Hard to be that character 
Hard to be a woman
And hard to be a human",,2026-01-02,,
diary,2026-01-04,2026,Eko,https://boxd.it/cptCQD,3.5,,,,2026-01-03,,
ratings,2026-01-04,2026,Eko,https://boxd.it/EuuY,3.5,,,,,,
reviews,2026-01-04,2026,Eko,https://boxd.it/cptCQD,3.5,,As good as kishkindha kaandam,,2026-01-03,,
diary,2026-01-05,2026,About Time,https://boxd.it/crvjyx,4,,,,2026-01-04,,
ratings,2026-01-05,2026,About Time,https://boxd.it/43bI,4,,,,,,
reviews,2026-01-05,2026,About Time,https://boxd.it/crvjyx,4,,Thanks dad for this extraordinary ordinary life,,2026-01-04,,
diary,2026-01-12,2026,Sore: A Wife from the Future,https://boxd.it/cA0mqF,4,,,,2026-01-11,,
ratings,2026-01-12,2026,Sore: A Wife from the Future,https://boxd.it/RjY0,4,,,,,,
reviews,2026-01-12,2026,Sore: A Wife from the Future,https://boxd.it/cA0mqF,4,,Acceptance is the penultimate end,,2026-01-11,,
diary,2026-01-16,2026,Parasakthi,https://boxd.it/cErkL7,3,,,,2026-01-15,,
ratings,2026-01-16,2026,Parasakthi,https://boxd.it/AsJk,3,,,,,,
reviews,2026-01-16,2026,Parasakthi,https://boxd.it/cErkL7,3,,Okay...ish...,,2026-01-15,,
diary,2026-01-18,2026,Mask,https://boxd.it/cHrt0r,3,,,,2026-01-18,,
ratings,2026-01-18,2026,Mask,https://boxd.it/Oa34,3,,,,,,
reviews,2026-01-18,2026,Mask,https://boxd.it/cHrt0r,3,,Sometimes it is quirky,,2026-01-18,,
diary,2026-01-19,2026,The Substance,https://boxd.it/cHrUQp,4,,,,2026-01-18,,
diary,2026-01-19,2026,Gia,https://boxd.it/cHCQXN,3.5,,,,2026-01-18,,
diary,2026-01-19,2026,It Was Just an Accident,https://boxd.it/cHCXFB,4,,,,2026-01-18,,
ratings,2026-01-19,2026,The Substance,https://boxd.it/zanS,4,,,,,,
ratings,2026-01-19,2026,Gia,https://boxd.it/1NUo,3.5,,,,,,
ratings,2026-01-19,2026,It Was Just an Accident,https://boxd.it/TX2k,4,,,,,,
reviews,2026-01-19,2026,The Substance,https://boxd.it/cHrUQp,4,,That's the mountain dew's effect,,2026-01-18,,
reviews,2026-01-19,2026,Gia,https://boxd.it/cHCQXN,3.5,,Fashion is complex and Gia is perfect in it,,2026-01-18,,
reviews,2026-01-19,2026,It Was Just an Accident,https://boxd.it/cHCXFB,4,,"Could have been the sequel to the film ""Incendies""",,2026-01-18,,
diary,2026-01-25,2026,Angammal,https://boxd.it/cNJlJj,3.5,,,,2026-01-24,,
ratings,2026-01-25,2026,Angammal,https://boxd.it/QJO4,3.5,,,,,,
reviews,2026-01-25,2026,Angammal,https://boxd.it/cNJlJj,3.5,,Decent,,2026-01-24,,
diary,2026-01-27,2026,Thalaivar Thambi Thalaimaiyil,https://boxd.it/cQWrof,3.5,,,,2026-01-27,,
ratings,2026-01-27,2026,Thalaivar Thambi Thalaimaiyil,https://boxd.it/wMLs,3.5,,,,,,
reviews,2026-01-27,2026,Thalaivar Thambi Thalaimaiyil,https://boxd.it/cQWrof,3.5,,"Quirky at most of the parts, a good film",,2026-01-27,,
diary,2026-02-01,2026,Sarvam Maya,https://boxd.it/cVcZeh,3.5,,,,2026-01-31,,
ratings,2026-02-01,2026,Sarvam Maya,https://boxd.it/UEUa,3.5,,,,,,
reviews,2026-02-01,2026,Sarvam Maya,https://boxd.it/cVcZeh,3.5,,A really good watch,,2026-01-31,,
diary,2026-02-14,2026,Dhurandhar,https://boxd.it/d7zUvr,3,,,,2026-02-14,,
ratings,2026-02-14,2026,Dhurandhar,https://boxd.it/NhCI,3,,,,,,
reviews,2026-02-14,2026,Dhurandhar,https://boxd.it/d7zUvr,3,,A good action movie,,2026-02-14,,
diary,2026-03-01,2026,Hamnet,https://boxd.it/dkU40b,3.5,,,,2026-02-28,,
ratings,2026-03-01,2026,Hamnet,https://boxd.it/woVy,3.5,,,,,,
reviews,2026-03-01,2026,Hamnet,https://boxd.it/dkU40b,3.5,,"When I'm hearing the music ""On the nature of daylight"", I'll always be in that theater",,2026-02-28,,
diary,2026-03-07,2026,One Battle After Another,https://boxd.it/dqlU8b,3.5,,,,2026-03-07,,
ratings,2026-03-07,2026,One Battle After Another,https://boxd.it/DUHM,3.5,,,,,,
reviews,2026-03-07,2026,One Battle After Another,https://boxd.it/dqlU8b,3.5,,Vamos !!!,,2026-03-07,,
diary,2026-03-08,2026,With Love,https://boxd.it/dqGITL,3,,,,2026-03-08,,
diary,2026-03-08,2026,Train Dreams,https://boxd.it/dqGNxv,4,,,,2026-03-08,,
ratings,2026-03-08,2026,With Love,https://boxd.it/W6Rq,3,,,,,,
ratings,2026-03-08,2026,Train Dreams,https://boxd.it/LdDo,4,,,,,,
reviews,2026-03-08,2026,With Love,https://boxd.it/dqGITL,3,,Good but nah,,2026-03-08,,
reviews,2026-03-08,2026,Train Dreams,https://boxd.it/dqGNxv,4,,The literal life,,2026-03-08,,
ratings,2026-03-09,2026,"Sorry, Baby",https://boxd.it/JKNi,4,,,,,,
diary,2026-03-22,2026,The Secret Agent,https://boxd.it/dBYLLb,3.5,,,,2026-03-21,,
diary,2026-03-22,2026,Tremors,https://boxd.it/dC22I5,3.5,,,,2026-03-21,,
ratings,2026-03-22,2026,The Secret Agent,https://boxd.it/KkUE,3.5,,,,,,
ratings,2026-03-22,2026,Tremors,https://boxd.it/1YSe,3.5,,,,,,
reviews,2026-03-22,2026,The Secret Agent,https://boxd.it/dBYLLb,3.5,,A great opening of the Brazilian films for me,,2026-03-21,,
reviews,2026-03-22,2026,Tremors,https://boxd.it/dC22I5,3.5,,They are all now the Freman,,2026-03-21,,
diary,2026-04-06,2026,Oru Jaathi Jaathakam,https://boxd.it/dRg96b,3,,,,2026-04-05,,
ratings,2026-04-06,2026,Oru Jaathi Jaathakam,https://boxd.it/HuJA,3,,,,,,
reviews,2026-04-06,2026,Oru Jaathi Jaathakam,https://boxd.it/dRg96b,3,,Okay,,2026-04-05,,
diary,2026-04-25,2026,Ohm Shanthi Oshaana,https://boxd.it/e6KItT,3.5,,,,2026-04-25,,
ratings,2026-04-25,2026,Ohm Shanthi Oshaana,https://boxd.it/7AF8,3.5,,,,,,
reviews,2026-04-25,2026,Ohm Shanthi Oshaana,https://boxd.it/e6KItT,3.5,,Beautiful,,2026-04-25,,
diary,2026-04-27,2026,Bangalore Days,https://boxd.it/e8yr1n,3.5,Yes,,,2026-04-26,,
diary,2026-04-27,2026,Mumbai Police,https://boxd.it/e8yutf,3.5,,,,2026-04-26,,
ratings,2026-04-27,2026,Bangalore Days,https://boxd.it/82ZA,3.5,,,,,,
ratings,2026-04-27,2026,Mumbai Police,https://boxd.it/5LJQ,3.5,,,,,,
reviews,2026-04-27,2026,Bangalore Days,https://boxd.it/e8yr1n,3.5,Yes,Kuttan is an under rated character,,2026-04-26,,
reviews,2026-04-27,2026,Mumbai Police,https://boxd.it/e8yutf,3.5,,Really a good movie though,,2026-04-26,,
diary,2026-05-06,2026,Kedi Billa Killadi Ranga,https://boxd.it/efP2rn,2.5,,,,2026-05-02,,
diary,2026-05-06,2026,Sunny,https://boxd.it/efP3NT,3.5,,,,2026-05-03,,
diary,2026-05-06,2026,Contact,https://boxd.it/efP4TN,4,,,,2026-05-03,,
ratings,2026-05-06,2026,Kedi Billa Killadi Ranga,https://boxd.it/5uHS,2.5,,,,,,
ratings,2026-05-06,2026,Sunny,https://boxd.it/2FoG,3.5,,,,,,
ratings,2026-05-06,2026,Contact,https://boxd.it/29OM,4,,,,,,
reviews,2026-05-06,2026,Kedi Billa Killadi Ranga,https://boxd.it/efP2rn,2.5,,Enjoyed,,2026-05-02,,
reviews,2026-05-06,2026,Sunny,https://boxd.it/efP3NT,3.5,,Beautiful,,2026-05-03,,
reviews,2026-05-06,2026,Contact,https://boxd.it/efP4TN,4,,Still I'll believe in science,,2026-05-03,,
diary,2026-05-17,2026,Karuppu,https://boxd.it/eoHuxX,2.5,,,,2026-05-16,,
diary,2026-05-17,2026,Love Insurance Kompany,https://boxd.it/eoHvOF,2,,,,2026-05-17,,
diary,2026-05-17,2026,The Matrix,https://boxd.it/eoHNxn,4,,,,2026-05-17,,
ratings,2026-05-17,2026,Love Insurance Kompany,https://boxd.it/JTYO,2,,,,,,
ratings,2026-05-17,2026,The Matrix,https://boxd.it/2a1m,4,,,,,,
ratings,2026-05-17,2026,Karuppu,https://boxd.it/QE3M,2.5,,,,,,
reviews,2026-05-17,2026,Karuppu,https://boxd.it/eoHuxX,2.5,,Suriya's GBU,,2026-05-16,,
reviews,2026-05-17,2026,The Matrix,https://boxd.it/eoHNxn,4,,"Trying to live in the real world, but it wasn't real at all",,2026-05-17,,
diary,2026-05-24,2026,Whisper of the Heart,https://boxd.it/eugkGv,3.5,,,,2026-05-23,,
diary,2026-05-24,2026,Gifted,https://boxd.it/eugm3F,3,,,,2026-05-24,,
diary,2026-05-24,2026,I Saw the Devil,https://boxd.it/eugpqR,3.5,,,,2026-05-24,,
ratings,2026-05-24,2026,Whisper of the Heart,https://boxd.it/17uy,3.5,,,,,,
ratings,2026-05-24,2026,Gifted,https://boxd.it/e5dG,3,,,,,,
ratings,2026-05-24,2026,I Saw the Devil,https://boxd.it/FaK,3.5,,,,,,
reviews,2026-05-24,2026,Whisper of the Heart,https://boxd.it/eugkGv,3.5,,Just great things come together,,2026-05-23,,
reviews,2026-05-24,2026,Gifted,https://boxd.it/eugm3F,3,,A prodigy's usual story,,2026-05-24,,
reviews,2026-05-24,2026,I Saw the Devil,https://boxd.it/eugpqR,3.5,,Totally Haven't expected the second half,,2026-05-24,,
diary,2026-05-25,2026,Aftersun,https://boxd.it/ev47VR,4,Yes,,,2026-05-24,,
ratings,2026-05-25,2026,Aftersun,https://boxd.it/Arw0,4,,,,,,
reviews,2026-05-25,2026,Aftersun,https://boxd.it/ev47VR,4,Yes,My first re-watch. Still making me rethink and pressures me,,2026-05-24,,
diary,2026-06-01,2026,Kara,https://boxd.it/eBj06B,3,,,,2026-05-31,,
diary,2026-06-01,2026,Blast,https://boxd.it/eBj2Ob,3.5,,,,2026-05-31,,
ratings,2026-06-01,2026,Kara,https://boxd.it/T1NW,3,,,,,,
ratings,2026-06-01,2026,Blast,https://boxd.it/WpcG,3.5,,,,,,
reviews,2026-06-01,2026,Kara,https://boxd.it/eBj06B,3,,It goes good yet there are more evident gaps,,2026-05-31,,
reviews,2026-06-01,2026,Blast,https://boxd.it/eBj2Ob,3.5,,A good one with some decent writing,,2026-05-31,,
diary,2026-06-08,2026,The Motorcycle Diaries,https://boxd.it/eGW7sn,4,,,,2026-06-06,,
diary,2026-06-08,2026,"The Gangster, the Cop, the Devil",https://boxd.it/eHEjkD,3,Yes,,,2026-06-07,,
diary,2026-06-08,2026,Thattathin Marayathu,https://boxd.it/eHElM5,3.5,,,,2026-06-07,,
ratings,2026-06-08,2026,The Motorcycle Diaries,https://boxd.it/28nU,4,,,,,,
ratings,2026-06-08,2026,Thattathin Marayathu,https://boxd.it/3YPo,3.5,,,,,,
reviews,2026-06-08,2026,The Motorcycle Diaries,https://boxd.it/eGW7sn,4,,A wise man said that the destination is not important as the journey behind that.,,2026-06-06,,
reviews,2026-06-08,2026,"The Gangster, the Cop, the Devil",https://boxd.it/eHEjkD,3,Yes,A traditional Korean Psycho killer film,,2026-06-07,,
reviews,2026-06-08,2026,Thattathin Marayathu,https://boxd.it/eHElM5,3.5,,A simple story yet refreshing,,2026-06-07,,
diary,2026-06-29,2026,29,https://boxd.it/eZJreF,3,,,,2026-06-28,,
ratings,2026-06-29,2026,29,https://boxd.it/Wcjk,3,,,,,,
reviews,2026-06-29,2026,29,https://boxd.it/eZJreF,3,,"Some good dialogues, too good songs and yet the movie is bit different",,2026-06-28,,
